Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
Italy,Share of population who are obese,Male,2013,11.5
Italy,Share of population who are obese,Male,2014,10.8
Italy,Share of population who are obese,Male,2015,10.8
Italy,Share of population who are obese,Male,2016,11.1
Italy,Share of population who are obese,Male,2017,11.8
Italy,Share of population who are obese,Male,2018,11.7
Italy,Share of population who are obese,Male,2019,11.7
Italy,Share of population who are obese,Male,2020,12.3
Italy,Share of population who are obese,Male,2021,12.9
Italy,Share of population who are overweight or obese,Male,1994,45.5
Italy,Share of population who are overweight or obese,Male,1999,49.3
Italy,Share of population who are overweight or obese,Male,2000,49.1
Italy,Share of population who are overweight or obese,Male,2001,51.2
Italy,Share of population who are overweight or obese,Male,2002,51
Italy,Share of population who are overweight or obese,Male,2003,51.3
Italy,Share of population who are overweight or obese,Male,2005,54
Italy,Share of population who are overweight or obese,Male,2006,54.2
Italy,Share of population who are overweight or obese,Male,2007,54.9
Italy,Share of population who are overweight or obese,Male,2008,55.4
Italy,Share of population who are overweight or obese,Male,2009,56.5
Italy,Share of population who are overweight or obese,Male,2010,55.5
Italy,Share of population who are overweight or obese,Male,2011,56.2
Italy,Share of population who are overweight or obese,Male,2012,55.5
Italy,Share of population who are overweight or obese,Male,2013,55.6
Italy,Share of population who are overweight or obese,Male,2014,55.6
Italy,Share of population who are overweight or obese,Male,2015,54.7
Italy,Share of population who are overweight or obese,Male,2016,55.7
Italy,Share of population who are overweight or obese,Male,2017,54.8
Italy,Share of population who are overweight or obese,Male,2018,55.2
Italy,Share of population who are overweight or obese,Male,2019,55
Italy,Share of population who are overweight or obese,Male,2020,56.3
Italy,Share of population who are overweight or obese,Male,2021,55
Latvia,Share of population who are overweight or obese,Male,1998,39.2
Latvia,Share of population who are overweight or obese,Male,2000,41.1
Latvia,Share of population who are overweight or obese,Male,2002,39.8
Latvia,Share of population who are overweight or obese,Male,2004,42
Latvia,Share of population who are overweight or obese,Male,2006,44.6
Latvia,Share of population who are overweight or obese,Male,2008,51.1
Latvia,Share of population who are overweight or obese,Male,2010,44.8
Latvia,Share of population who are overweight or obese,Male,2012,52.1
Latvia,Share of population who are overweight or obese,Male,2014,54
Latvia,Share of population who are overweight or obese,Male,2014,56.3
Latvia,Share of population who are overweight or obese,Male,2016,56.2
Latvia,Share of population who are overweight or obese,Male,2018,58.5
Latvia,Share of population who are overweight or obese,Male,2020,57.6
Latvia,Share of population who are overweight or obese,Male,2022,60
Latvia,Share of population who are obese,Male,1998,9.6
Latvia,Share of population who are obese,Male,2000,8
Latvia,Share of population who are obese,Male,2002,9.5
Latvia,Share of population who are obese,Male,2004,11.9
Latvia,Share of population who are obese,Male,2006,12.3
Latvia,Share of population who are obese,Male,2008,16.2
Latvia,Share of population who are obese,Male,2010,13
Latvia,Share of population who are obese,Male,2012,16.4
Latvia,Share of population who are obese,Male,2014,14.9
Latvia,Share of population who are obese,Male,2017,18.4
Latvia,Share of population who are overweight,Male,1998,29.6
Latvia,Share of population who are overweight,Male,2000,33.1
Latvia,Share of population who are overweight,Male,2002,30.3
Latvia,Share of population who are overweight,Male,2004,30.1
Latvia,Share of population who are overweight,Male,2006,32.3
Latvia,Share of population who are overweight,Male,2008,34.9
Latvia,Share of population who are overweight,Male,2010,31.8
Latvia,Share of population who are overweight,Male,2012,35.7
Latvia,Share of population who are overweight,Male,2014,39.1
Latvia,Share of population who are overweight,Male,2017,41
Latvia,Share of population who are overweight or obese,Female,1998,45.3
Latvia,Share of population who are overweight or obese,Female,2000,44.6
Latvia,Share of population who are overweight or obese,Female,2002,41.7
Latvia,Share of population who are overweight or obese,Female,2004,43.4
Latvia,Share of population who are overweight or obese,Female,2006,45.6
Latvia,Share of population who are overweight or obese,Female,2008,46.7
Latvia,Share of population who are overweight or obese,Female,2010,45.4
Latvia,Share of population who are overweight or obese,Female,2012,46.4
Latvia,Share of population who are overweight or obese,Female,2014,50.1
Latvia,Share of population who are obese,Male,2014,16.1
Latvia,Share of population who are obese,Male,2016,19.1
Latvia,Share of population who are obese,Male,2018,19.5
Latvia,Share of population who are obese,Male,2020,18.4
Latvia,Share of population who are obese,Male,2022,18.4
Latvia,Share of population who are obese,Female,1998,18.5
Latvia,Share of population who are obese,Female,2000,15
Latvia,Share of population who are obese,Female,2002,16.4
Latvia,Share of population who are obese,Female,2004,19.5
Latvia,Share of population who are obese,Female,2006,18.1
Latvia,Share of population who are obese,Female,2008,20.2
Latvia,Share of population who are obese,Female,2010,17.9
Latvia,Share of population who are obese,Female,2012,18.6
Latvia,Share of population who are obese,Female,2014,22.5
Latvia,Share of population who are obese,Female,2017,24.1
Latvia,Share of population who are overweight or obese,Female,2014,53
Latvia,Share of population who are overweight or obese,Female,2016,53.2
Latvia,Share of population who are overweight or obese,Female,2018,59
Latvia,Share of population who are overweight or obese,Female,2020,60
Latvia,Share of population who are overweight or obese,Female,2022,58.7
Latvia,Share of population who are obese,Total,1998,14.5
Latvia,Share of population who are obese,Total,2000,11.9
Latvia,Share of population who are obese,Total,2002,13.4
Latvia,Share of population who are obese,Total,2004,16.3
Latvia,Share of population who are obese,Total,2006,15.6
Latvia,Share of population who are obese,Total,2008,18.5
Latvia,Share of population who are obese,Total,2010,15.5
Latvia,Share of population who are obese,Total,2012,17.5
Latvia,Share of population who are obese,Total,2014,18.8
Latvia,Share of population who are obese,Total,2017,21.6
Latvia,Share of population who are overweight or obese,Total,1998,42.6
Latvia,Share of population who are overweight or obese,Total,2000,43
Latvia,Share of population who are overweight or obese,Total,2002,40.8
Latvia,Share of population who are overweight or obese,Total,2004,42.8
Latvia,Share of population who are overweight or obese,Total,2006,45.2
Latvia,Share of population who are overweight or obese,Total,2008,48.5
Latvia,Share of population who are overweight or obese,Total,2010,45.1
Latvia,Share of population who are overweight or obese,Total,2012,49.1
Latvia,Share of population who are overweight or obese,Total,2014,52
Latvia,Share of population who are overweight,Total,2014,34
Latvia,Share of population who are overweight,Total,2016,31.4
Latvia,Share of population who are overweight,Total,2018,34.6
Latvia,Share of population who are overweight,Total,2020,34.9
Latvia,Share of population who are overweight,Total,2022,36.1
Latvia,Share of population who are overweight or obese,Total,2014,54.6
Latvia,Share of population who are overweight or obese,Total,2016,54.6
Latvia,Share of population who are overweight or obese,Total,2018,58.7
Latvia,Share of population who are overweight or obese,Total,2020,58.8
Latvia,Share of population who are overweight or obese,Total,2022,59.4
Latvia,Share of population who are overweight,Female,2014,27.9
Latvia,Share of population who are overweight,Female,2016,26.4
Latvia,Share of population who are overweight,Female,2018,30.7
Latvia,Share of population who are overweight,Female,2020,31.1
Latvia,Share of population who are overweight,Female,2022,31
Latvia,Share of population who are obese,Female,2014,25.1
Latvia,Share of population who are obese,Female,2016,26.8
Latvia,Share of population who are obese,Female,2018,28.3
Latvia,Share of population who are obese,Female,2020,28.9
Latvia,Share of population who are obese,Female,2022,27.7
Latvia,Share of population who are overweight,Female,1998,26.8
Latvia,Share of population who are overweight,Female,2000,29.6
Latvia,Share of population who are overweight,Female,2002,25.2
Latvia,Share of population who are overweight,Female,2004,23.9
Latvia,Share of population who are overweight,Female,2006,27.5
Latvia,Share of population who are overweight,Female,2008,26.5
Latvia,Share of population who are overweight,Female,2010,27.5
Latvia,Share of population who are overweight,Female,2012,27.8
Latvia,Share of population who are overweight,Female,2014,27.6
Latvia,Share of population who are overweight,Female,2017,31.1
Latvia,Share of population who are overweight,Male,2014,40.2
Latvia,Share of population who are overweight,Male,2016,37.1
Latvia,Share of population who are overweight,Male,2018,39
Latvia,Share of population who are overweight,Male,2020,39.2
Latvia,Share of population who are overweight,Male,2022,41.6
Latvia,Share of population who are overweight,Total,1998,28.1
Latvia,Share of population who are overweight,Total,2000,31.1
Latvia,Share of population who are overweight,Total,2002,27.4
Latvia,Share of population who are overweight,Total,2004,26.5
Latvia,Share of population who are overweight,Total,2006,29.6
Latvia,Share of population who are overweight,Total,2008,30
Latvia,Share of population who are overweight,Total,2010,29.6
Latvia,Share of population who are overweight,Total,2012,31.6
Latvia,Share of population who are overweight,Total,2014,33.2
Latvia,Share of population who are overweight,Total,2017,35.4
Latvia,Share of population who are obese,Total,2014,20.6
Latvia,Share of population who are obese,Total,2016,23.2
Latvia,Share of population who are obese,Total,2018,24.1
Latvia,Share of population who are obese,Total,2020,23.9
Latvia,Share of population who are obese,Total,2022,23.3
Lithuania,Share of population who are overweight or obese,Female,2005,47
Lithuania,Share of population who are overweight or obese,Female,2014,51.5
Lithuania,Share of population who are overweight or obese,Female,2019,52.4
Lithuania,Share of population who are overweight or obese,Female,2022,54.9
Lithuania,Share of population who are overweight,Male,2005,38
Lithuania,Share of population who are overweight,Male,2014,41.9
Lithuania,Share of population who are overweight,Male,2017,45.3
Lithuania,Share of population who are overweight,Male,2019,41.8
Lithuania,Share of population who are overweight,Male,2022,43.1
Lithuania,Share of population who are obese,Male,2005,11.4
Lithuania,Share of population who are obese,Male,2014,13.4
Lithuania,Share of population who are obese,Male,2017,15.5
Lithuania,Share of population who are obese,Male,2019,16.4
Lithuania,Share of population who are obese,Male,2022,19.8
Lithuania,Share of population who are obese,Female,2005,18.2
Lithuania,Share of population who are obese,Female,2014,19.2
Lithuania,Share of population who are obese,Female,2017,18.9
Lithuania,Share of population who are obese,Female,2019,19.9
Lithuania,Share of population who are obese,Female,2022,20.7
Lithuania,Share of population who are overweight or obese,Total,2005,48.1
Lithuania,Share of population who are overweight or obese,Total,2014,53.3
Lithuania,Share of population who are overweight or obese,Total,2019,55
Lithuania,Share of population who are overweight or obese,Total,2022,58.5
Lithuania,Share of population who are obese,Total,2005,15.1
Lithuania,Share of population who are obese,Total,2014,16.6
Lithuania,Share of population who are obese,Total,2017,17.4
Lithuania,Share of population who are obese,Total,2019,18.3
Lithuania,Share of population who are obese,Total,2022,20.3
Lithuania,Share of population who are overweight,Female,2005,28.8
Lithuania,Share of population who are overweight,Female,2014,32.3
Lithuania,Share of population who are overweight,Female,2017,33.6
Lithuania,Share of population who are overweight,Female,2019,32.5
Lithuania,Share of population who are overweight,Female,2022,34.2
Lithuania,Share of population who are overweight or obese,Male,2005,49.4
Lithuania,Share of population who are overweight or obese,Male,2014,55.3
Lithuania,Share of population who are overweight or obese,Male,2019,58.2
Lithuania,Share of population who are overweight or obese,Male,2022,63
Lithuania,Share of population who are overweight,Total,2005,33
Lithuania,Share of population who are overweight,Total,2014,36.7
Lithuania,Share of population who are overweight,Total,2017,38.8
Lithuania,Share of population who are overweight,Total,2019,36.7
Lithuania,Share of population who are overweight,Total,2022,38.2
Luxembourg,Share of population who are overweight,Female,2014,25.4
Luxembourg,Share of population who are overweight,Female,2017,27
Luxembourg,Share of population who are overweight,Female,2019,23.8
Luxembourg,Share of population who are overweight or obese,Female,2014,39.8
Luxembourg,Share of population who are overweight or obese,Female,2019,38.4
Luxembourg,Share of population who are obese,Female,2014,14.4
Luxembourg,Share of population who are obese,Female,2017,14.3
Luxembourg,Share of population who are obese,Female,2019,14.6
Luxembourg,Share of population who are overweight,Male,2014,39.6
Luxembourg,Share of population who are overweight,Male,2017,39.6
Luxembourg,Share of population who are overweight,Male,2019,40.1
Luxembourg,Share of population who are obese,Male,2014,16.8
Luxembourg,Share of population who are obese,Male,2017,17.8
Luxembourg,Share of population who are obese,Male,2019,18.4
Luxembourg,Share of population who are overweight or obese,Total,2014,48
Luxembourg,Share of population who are overweight or obese,Total,2019,48.4
Luxembourg,Share of population who are obese,Total,2014,15.6
Luxembourg,Share of population who are obese,Total,2017,16
Luxembourg,Share of population who are obese,Total,2019,16.5
Luxembourg,Share of population who are overweight or obese,Male,2014,56.4
Luxembourg,Share of population who are overweight or obese,Male,2019,58.5
Luxembourg,Share of population who are overweight,Total,2014,32.4
Luxembourg,Share of population who are overweight,Total,2017,33.3
Luxembourg,Share of population who are overweight,Total,2019,31.9
Netherlands,Share of population who are obese,Total,1981,5.1
Netherlands,Share of population who are obese,Total,1982,4.7
Netherlands,Share of population who are obese,Total,1983,4.8
Netherlands,Share of population who are obese,Total,1984,5.2
Netherlands,Share of population who are obese,Total,1985,5
Netherlands,Share of population who are obese,Total,1986,4.8
Netherlands,Share of population who are obese,Total,1987,5.3
Netherlands,Share of population who are obese,Total,1988,4.8
Netherlands,Share of population who are obese,Total,1989,6.3
Netherlands,Share of population who are obese,Total,1990,6.1
Netherlands,Share of population who are obese,Total,1991,5.8
Netherlands,Share of population who are obese,Total,1992,6.4
Netherlands,Share of population who are obese,Total,1993,6.1
Netherlands,Share of population who are obese,Total,1994,7
Netherlands,Share of population who are obese,Total,1995,6.9
Netherlands,Share of population who are obese,Total,1996,6.9
Netherlands,Share of population who are obese,Total,1997,8.1
Netherlands,Share of population who are obese,Total,1998,8.4
Netherlands,Share of population who are obese,Total,1999,8.7
Netherlands,Share of population who are obese,Total,2000,9.4
Netherlands,Share of population who are obese,Total,2001,9.3
Netherlands,Share of population who are obese,Total,2002,9.7
Netherlands,Share of population who are obese,Total,2003,10.7
Netherlands,Share of population who are obese,Total,2004,10.9
Netherlands,Share of population who are obese,Total,2005,10.7
Netherlands,Share of population who are obese,Total,2006,11.3
Netherlands,Share of population who are obese,Total,2007,11.2
Netherlands,Share of population who are obese,Total,2008,11.1
Netherlands,Share of population who are obese,Total,2009,11.8
Netherlands,Share of population who are obese,Total,2010,11.4
Netherlands,Share of population who are obese,Total,2011,11.4
Netherlands,Share of population who are obese,Total,2012,12
Netherlands,Share of population who are obese,Total,2013,11.1
Netherlands,Share of population who are obese,Total,2014,13.3
Netherlands,Share of population who are obese,Total,2015,12.8
Netherlands,Share of population who are obese,Total,2016,13.6
Netherlands,Share of population who are obese,Total,2017,13.4
Netherlands,Share of population who are obese,Total,2018,14.4
Netherlands,Share of population who are obese,Total,2019,14.1
Netherlands,Share of population who are obese,Total,2020,13.4
Netherlands,Share of population who are obese,Total,2021,13.9
Netherlands,Share of population who are obese,Total,2022,14.6
Netherlands,Share of population who are overweight,Total,1981,28.2
Netherlands,Share of population who are overweight,Total,1982,28
Netherlands,Share of population who are overweight,Total,1983,28.5
Netherlands,Share of population who are overweight,Total,1984,28.2
Netherlands,Share of population who are overweight,Total,1985,28
Netherlands,Share of population who are overweight,Total,1986,29.4
Netherlands,Share of population who are overweight,Total,1987,29.6
Netherlands,Share of population who are overweight,Total,1988,29.2
Netherlands,Share of population who are overweight,Total,1989,29.1
Netherlands,Share of population who are overweight,Total,1990,28.8
Netherlands,Share of population who are overweight,Total,1991,29.3
Netherlands,Share of population who are overweight,Total,1992,30.1
Netherlands,Share of population who are overweight,Total,1993,30.3
Netherlands,Share of population who are overweight,Total,1994,31.3
Netherlands,Share of population who are overweight,Total,1995,31
Netherlands,Share of population who are overweight,Total,1996,32
Netherlands,Share of population who are overweight,Total,1997,32.4
Netherlands,Share of population who are overweight,Total,1998,32.1
Netherlands,Share of population who are overweight,Total,1999,33.6
Netherlands,Share of population who are overweight,Total,2000,34.7
Netherlands,Share of population who are overweight,Total,2001,35.5
Netherlands,Share of population who are overweight,Total,2002,35.1
Netherlands,Share of population who are overweight,Total,2003,35.4
Netherlands,Share of population who are overweight,Total,2004,35.6
Netherlands,Share of population who are overweight,Total,2005,34.2
Netherlands,Share of population who are overweight,Total,2006,35.2
Netherlands,Share of population who are overweight,Total,2007,34.3
Netherlands,Share of population who are overweight,Total,2008,35.7
Netherlands,Share of population who are overweight,Total,2009,35.4
Netherlands,Share of population who are overweight,Total,2010,36.8
Netherlands,Share of population who are overweight,Total,2011,36.8
Netherlands,Share of population who are overweight,Total,2012,35.9
Netherlands,Share of population who are overweight,Total,2013,34.5
Netherlands,Share of population who are overweight,Total,2014,34.9
Netherlands,Share of population who are overweight,Total,2015,34.7
Netherlands,Share of population who are overweight,Total,2016,34
Netherlands,Share of population who are overweight,Total,2017,33.9
Netherlands,Share of population who are overweight,Total,2018,34.1
Netherlands,Share of population who are overweight,Total,2019,34.3
Netherlands,Share of population who are overweight,Total,2020,35
Netherlands,Share of population who are overweight,Total,2021,34.6
Netherlands,Share of population who are overweight,Total,2022,34.1
Netherlands,Share of population who are overweight or obese,Female,1981,29.6
Netherlands,Share of population who are overweight or obese,Female,1982,29.4
Netherlands,Share of population who are overweight or obese,Female,1983,30
Netherlands,Share of population who are overweight or obese,Female,1984,28.9
Netherlands,Share of population who are overweight or obese,Female,1985,28.2
Netherlands,Share of population who are overweight or obese,Female,1986,30.9
Netherlands,Share of population who are overweight or obese,Female,1987,30.7
Netherlands,Share of population who are overweight or obese,Female,1988,30.2
Netherlands,Share of population who are overweight or obese,Female,1989,32
Netherlands,Share of population who are overweight or obese,Female,1990,30.6
Netherlands,Share of population who are overweight or obese,Female,1991,31.1
Netherlands,Share of population who are overweight or obese,Female,1992,32.6
Netherlands,Share of population who are overweight or obese,Female,1993,32.2
Netherlands,Share of population who are overweight or obese,Female,1994,32.8
Netherlands,Share of population who are overweight or obese,Female,1995,34.7
Netherlands,Share of population who are overweight or obese,Female,1996,35.7
Netherlands,Share of population who are overweight or obese,Female,1997,36.6
Netherlands,Share of population who are overweight or obese,Female,1998,37.2
Netherlands,Share of population who are overweight or obese,Female,1999,37.8
Netherlands,Share of population who are overweight or obese,Female,2000,40.4
Netherlands,Share of population who are overweight or obese,Female,2001,39.6
Netherlands,Share of population who are overweight or obese,Female,2002,39
Netherlands,Share of population who are overweight or obese,Female,2003,41.1
Netherlands,Share of population who are overweight or obese,Female,2004,41.9
Netherlands,Share of population who are overweight or obese,Female,2005,39.6
Netherlands,Share of population who are overweight or obese,Female,2006,41.9
Netherlands,Share of population who are overweight or obese,Female,2007,39.9
Netherlands,Share of population who are overweight or obese,Female,2008,41.4
Netherlands,Share of population who are overweight or obese,Female,2009,41.9
Netherlands,Share of population who are overweight or obese,Female,2010,42.9
Netherlands,Share of population who are overweight or obese,Female,2011,43
Netherlands,Share of population who are overweight or obese,Female,2012,42.3
Netherlands,Share of population who are overweight or obese,Female,2013,41.1
Netherlands,Share of population who are overweight or obese,Female,2014,44.5
Netherlands,Share of population who are overweight or obese,Female,2015,43.7
Netherlands,Share of population who are overweight or obese,Female,2016,45
Netherlands,Share of population who are overweight or obese,Female,2017,44.2
Netherlands,Share of population who are overweight or obese,Female,2018,45.7
Netherlands,Share of population who are overweight or obese,Female,2019,43.9
Netherlands,Share of population who are overweight or obese,Female,2020,45.5
Netherlands,Share of population who are overweight or obese,Female,2021,46.1
Netherlands,Share of population who are overweight or obese,Female,2022,45
Netherlands,Share of population who are overweight or obese,Total,1981,33.3
Netherlands,Share of population who are overweight or obese,Total,1982,32.7
Netherlands,Share of population who are overweight or obese,Total,1983,33.3
Netherlands,Share of population who are overweight or obese,Total,1984,33.4
Netherlands,Share of population who are overweight or obese,Total,1985,33
Netherlands,Share of population who are overweight or obese,Total,1986,34.2
Netherlands,Share of population who are overweight or obese,Total,1987,34.9
Netherlands,Share of population who are overweight or obese,Total,1988,34
Netherlands,Share of population who are overweight or obese,Total,1989,35.4
Netherlands,Share of population who are overweight or obese,Total,1990,34.9
Netherlands,Share of population who are overweight or obese,Total,1991,35.1
Netherlands,Share of population who are overweight or obese,Total,1992,36.5
Netherlands,Share of population who are overweight or obese,Total,1993,36.4
Netherlands,Share of population who are overweight or obese,Total,1994,38.3
Netherlands,Share of population who are overweight or obese,Total,1995,37.9
Netherlands,Share of population who are overweight or obese,Total,1996,38.9
Netherlands,Share of population who are overweight or obese,Total,1997,40.5
Netherlands,Share of population who are overweight or obese,Total,1998,40.5
Netherlands,Share of population who are overweight or obese,Total,1999,42.3
Netherlands,Share of population who are overweight or obese,Total,2000,44.1
Netherlands,Share of population who are overweight or obese,Total,2001,44.8
Netherlands,Share of population who are overweight or obese,Total,2002,44.8
Netherlands,Share of population who are overweight or obese,Total,2003,46.1
Netherlands,Share of population who are overweight or obese,Total,2004,46.5
Netherlands,Share of population who are overweight or obese,Total,2005,44.9
Netherlands,Share of population who are overweight or obese,Total,2006,46.5
Netherlands,Share of population who are overweight or obese,Total,2007,45.5
Netherlands,Share of population who are overweight or obese,Total,2008,46.9
Netherlands,Share of population who are overweight or obese,Total,2009,47.2
Netherlands,Share of population who are overweight or obese,Total,2010,48.2
Netherlands,Share of population who are overweight or obese,Total,2011,48.2
Netherlands,Share of population who are overweight or obese,Total,2012,47.9
Netherlands,Share of population who are overweight or obese,Total,2013,45.6
Netherlands,Share of population who are overweight or obese,Total,2014,48.2
Netherlands,Share of population who are overweight or obese,Total,2015,47.4
Netherlands,Share of population who are overweight or obese,Total,2016,47.6
Netherlands,Share of population who are overweight or obese,Total,2017,47.3
Netherlands,Share of population who are overweight or obese,Total,2018,48.5
Netherlands,Share of population who are overweight or obese,Total,2019,48.4
Netherlands,Share of population who are overweight or obese,Total,2020,48.4
Netherlands,Share of population who are overweight or obese,Total,2021,48.5
Netherlands,Share of population who are overweight or obese,Total,2022,48.7
Netherlands,Share of population who are obese,Male,1981,4
Netherlands,Share of population who are obese,Male,1982,3.5
Netherlands,Share of population who are obese,Male,1983,3.8
Netherlands,Share of population who are obese,Male,1984,3.9
Netherlands,Share of population who are obese,Male,1985,3.7
Netherlands,Share of population who are obese,Male,1986,3.5
Netherlands,Share of population who are obese,Male,1987,4.2
Netherlands,Share of population who are obese,Male,1988,3.6
Netherlands,Share of population who are obese,Male,1989,5
Netherlands,Share of population who are obese,Male,1990,5.3
Netherlands,Share of population who are obese,Male,1991,5
Netherlands,Share of population who are obese,Male,1992,4.8
Netherlands,Share of population who are obese,Male,1993,5.5
Netherlands,Share of population who are obese,Male,1994,6.7
Netherlands,Share of population who are obese,Male,1995,5.6
Netherlands,Share of population who are obese,Male,1996,5.9
Netherlands,Share of population who are obese,Male,1997,6.8
Netherlands,Share of population who are obese,Male,1998,6.8
Netherlands,Share of population who are obese,Male,1999,7.2
Netherlands,Share of population who are obese,Male,2000,8.6
Netherlands,Share of population who are obese,Male,2001,8.3
Netherlands,Share of population who are obese,Male,2002,8.6
Netherlands,Share of population who are obese,Male,2003,9.3
Netherlands,Share of population who are obese,Male,2004,9.6
Netherlands,Share of population who are obese,Male,2005,9.9
Netherlands,Share of population who are obese,Male,2006,9.8
Netherlands,Share of population who are obese,Male,2007,10.2
Netherlands,Share of population who are obese,Male,2008,10.1
Netherlands,Share of population who are obese,Male,2009,11.2
Netherlands,Share of population who are obese,Male,2010,10.2
Netherlands,Share of population who are obese,Male,2011,10.2
Netherlands,Share of population who are obese,Male,2012,11.2
Netherlands,Share of population who are obese,Male,2013,10
Netherlands,Share of population who are obese,Male,2014,11.6
Netherlands,Share of population who are obese,Male,2015,11.3
Netherlands,Share of population who are obese,Male,2016,11.4
Netherlands,Share of population who are obese,Male,2017,12
Netherlands,Share of population who are obese,Male,2018,12.6
Netherlands,Share of population who are obese,Male,2019,12.6
Netherlands,Share of population who are obese,Male,2020,11.9
Netherlands,Share of population who are obese,Male,2021,11.6
Netherlands,Share of population who are obese,Male,2022,13.7
Netherlands,Share of population who are overweight or obese,Male,1981,37.1
Netherlands,Share of population who are overweight or obese,Male,1982,36.3
Netherlands,Share of population who are overweight or obese,Male,1983,36.6
Netherlands,Share of population who are overweight or obese,Male,1984,38.2
Netherlands,Share of population who are overweight or obese,Male,1985,38
Netherlands,Share of population who are overweight or obese,Male,1986,37.6
Netherlands,Share of population who are overweight or obese,Male,1987,39.4
Netherlands,Share of population who are overweight or obese,Male,1988,37.8
Netherlands,Share of population who are overweight or obese,Male,1989,39
Netherlands,Share of population who are overweight or obese,Male,1990,39.6
Netherlands,Share of population who are overweight or obese,Male,1991,39.3
Netherlands,Share of population who are overweight or obese,Male,1992,40.6
Netherlands,Share of population who are overweight or obese,Male,1993,40.7
Netherlands,Share of population who are overweight or obese,Male,1994,44.1
Netherlands,Share of population who are overweight or obese,Male,1995,41.2
Netherlands,Share of population who are overweight or obese,Male,1996,42.2
Netherlands,Share of population who are overweight or obese,Male,1997,44.4
Netherlands,Share of population who are overweight or obese,Male,1998,43.8
Netherlands,Share of population who are overweight or obese,Male,1999,46.9
Netherlands,Share of population who are overweight or obese,Male,2000,47.9
Netherlands,Share of population who are overweight or obese,Male,2001,50
Netherlands,Share of population who are overweight or obese,Male,2002,50.7
Netherlands,Share of population who are overweight or obese,Male,2003,51.1
Netherlands,Share of population who are overweight or obese,Male,2004,51.3
Netherlands,Share of population who are overweight or obese,Male,2005,50.4
Netherlands,Share of population who are overweight or obese,Male,2006,51.1
Netherlands,Share of population who are overweight or obese,Male,2007,51.1
Netherlands,Share of population who are overweight or obese,Male,2008,52.3
Netherlands,Share of population who are overweight or obese,Male,2009,52.5
Netherlands,Share of population who are overweight or obese,Male,2010,53.6
Netherlands,Share of population who are overweight or obese,Male,2011,53.5
Netherlands,Share of population who are overweight or obese,Male,2012,53.4
Netherlands,Share of population who are overweight or obese,Male,2013,50
Netherlands,Share of population who are overweight or obese,Male,2014,52
Netherlands,Share of population who are overweight or obese,Male,2015,51.2
Netherlands,Share of population who are overweight or obese,Male,2016,50.2
Netherlands,Share of population who are overweight or obese,Male,2017,50.3
Netherlands,Share of population who are overweight or obese,Male,2018,51.4
Netherlands,Share of population who are overweight or obese,Male,2019,52.9
Netherlands,Share of population who are overweight or obese,Male,2020,51.4
Netherlands,Share of population who are overweight or obese,Male,2021,50.9
Netherlands,Share of population who are overweight or obese,Male,2022,52.5
Netherlands,Share of population who are overweight,Male,1981,33.1
Netherlands,Share of population who are overweight,Male,1982,32.8
Netherlands,Share of population who are overweight,Male,1983,32.8
Netherlands,Share of population who are overweight,Male,1984,34.3
Netherlands,Share of population who are overweight,Male,1985,34.3
Netherlands,Share of population who are overweight,Male,1986,34.1
Netherlands,Share of population who are overweight,Male,1987,35.2
Netherlands,Share of population who are overweight,Male,1988,34.2
Netherlands,Share of population who are overweight,Male,1989,34
Netherlands,Share of population who are overweight,Male,1990,34.3
Netherlands,Share of population who are overweight,Male,1991,34.3
Netherlands,Share of population who are overweight,Male,1992,35.8
Netherlands,Share of population who are overweight,Male,1993,35.2
Netherlands,Share of population who are overweight,Male,1994,37.4
Netherlands,Share of population who are overweight,Male,1995,35.6
Netherlands,Share of population who are overweight,Male,1996,36.3
Netherlands,Share of population who are overweight,Male,1997,37.6
Netherlands,Share of population who are overweight,Male,1998,37
Netherlands,Share of population who are overweight,Male,1999,39.7
Netherlands,Share of population who are overweight,Male,2000,39.3
Netherlands,Share of population who are overweight,Male,2001,41.7
Netherlands,Share of population who are overweight,Male,2002,42.1
Netherlands,Share of population who are overweight,Male,2003,41.8
Netherlands,Share of population who are overweight,Male,2004,41.7
Netherlands,Share of population who are overweight,Male,2005,40.5
Netherlands,Share of population who are overweight,Male,2006,41.3
Netherlands,Share of population who are overweight,Male,2007,40.9
Netherlands,Share of population who are overweight,Male,2008,42.3
Netherlands,Share of population who are overweight,Male,2009,41.3
Netherlands,Share of population who are overweight,Male,2010,43.4
Netherlands,Share of population who are overweight,Male,2011,43.3
Netherlands,Share of population who are overweight,Male,2012,42.2
Netherlands,Share of population who are overweight,Male,2013,40
Netherlands,Share of population who are overweight,Male,2014,40.4
Netherlands,Share of population who are overweight,Male,2015,39.9
Netherlands,Share of population who are overweight,Male,2016,38.7
Netherlands,Share of population who are overweight,Male,2017,38.3
Netherlands,Share of population who are overweight,Male,2018,38.8
Netherlands,Share of population who are overweight,Male,2019,40.3
Netherlands,Share of population who are overweight,Male,2020,39.5
Netherlands,Share of population who are overweight,Male,2021,39.4
Netherlands,Share of population who are overweight,Male,2022,38.8
Netherlands,Share of population who are obese,Female,1981,6.2
Netherlands,Share of population who are obese,Female,1982,5.9
Netherlands,Share of population who are obese,Female,1983,5.7
Netherlands,Share of population who are obese,Female,1984,6.4
Netherlands,Share of population who are obese,Female,1985,6.3
Netherlands,Share of population who are obese,Female,1986,6.1
